Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000223260,-,-,0,-1,-1
ENSG00000223269,-,-,0,-1,-1
ENSG00000223274,-,-,0,-1,-1
ENSG00000223281,-,-,0,-1,-1
ENSG00000223282,-,-,0,-1,-1
ENSG00000223298,-,-,0,-1,-1
ENSG00000223299,-,-,0,-1,-1
ENSG00000223305,-,-,0,-1,-1
ENSG00000223308,-,-,0,-1,-1
ENSG00000223321,-,-,0,-1,-1
ENSG00000223324,-,-,0,-1,-1
ENSG00000223327,-,-,0,-1,-1
ENSG00000223336,-,-,0,-1,-1
ENSG00000223341,-,-,0,-1,-1
ENSG00000223342,-,-,0,-1,-1
ENSG00000223343,-,-,0,-1,-1
ENSG00000223344,-,-,0,-1,-1
ENSG00000223345,-,-,0,-1,-1
ENSG00000223349,-,-,0,-1,-1
ENSG00000223350,-,-,0,-1,-1
ENSG00000223351,-,-,0,-1,-1
ENSG00000223353,-,-,0,-1,-1
ENSG00000223356,-,-,0,-1,-1
ENSG00000223358,-,-,0,-1,-1
ENSG00000223360,-,-,0,-1,-1
ENSG00000223361,-,-,0,-1,-1
ENSG00000223362,-,-,0,-1,-1
ENSG00000223368,-,-,0,-1,-1
ENSG00000223373,-,-,0,-1,-1
ENSG00000223374,-,-,0,-1,-1
ENSG00000223375,-,-,0,-1,-1
ENSG00000223377,-,-,0,-1,-1
ENSG00000223379,-,-,0,-1,-1
ENSG00000223380,-,-,0,-1,-1
ENSG00000223381,-,-,0,-1,-1
ENSG00000223382,-,-,0,-1,-1
ENSG00000223383,-,-,0,-1,-1
ENSG00000223387,-,-,0,-1,-1
ENSG00000223389,-,-,0,-1,-1
ENSG00000223390,-,-,0,-1,-1
ENSG00000223392,-,-,0,-1,-1
ENSG00000223393,-,-,0,-1,-1
ENSG00000223394,-,-,0,-1,-1
ENSG00000223396,-,-,0,-1,-1
ENSG00000223398,-,-,0,-1,-1
ENSG00000223400,-,-,0,-1,-1
ENSG00000223401,-,-,0,-1,-1
ENSG00000223402,-,-,0,-1,-1
ENSG00000223403,-,-,0,-1,-1
ENSG00000223404,-,-,0,-1,-1
ENSG00000223406,-,-,0,-1,-1
ENSG00000223408,-,-,0,-1,-1
ENSG00000223409,-,-,0,-1,-1
ENSG00000223414,-,-,0,-1,-1
ENSG00000223416,-,-,0,-1,-1
ENSG00000223417,-,TRIM49D1; TRIM49D2P; TRIM49D; TRIM49D1P; TRIM49D2; TRIM49DP,-8.989,0,0
ENSG00000223418,-,-,0,-1,-1
ENSG00000223419,-,-,0,-1,-1
ENSG00000223421,-,-,0,-1,-1
ENSG00000223427,-,-,0,-1,-1
ENSG00000223428,-,-,0,-1,-1
ENSG00000223429,-,-,0,-1,-1
ENSG00000223430,-,-,0,-1,-1
ENSG00000223431,-,-,0,-1,-1
ENSG00000223432,-,-,0,-1,-1
ENSG00000223433,-,-,0,-1,-1
ENSG00000223436,-,-,0,-1,-1
ENSG00000223438,-,LOC645188; SPANX-L,-10.6961,-1,-1
ENSG00000223440,-,-,0,-1,-1
ENSG00000223442,-,-,0,-1,-1
ENSG00000223443,EC 3.4.19.12,USP17L1P; USP17L1; USP17; DUB-3; DUB3; USP17L2,-6.2297,0,0
ENSG00000223445,-,-,0,-1,-1
ENSG00000223446,-,-,0,-1,-1
ENSG00000223449,-,-,0,-1,-1
ENSG00000223450,-,-,0,-1,-1
ENSG00000223452,-,-,0,-1,-1
ENSG00000223457,-,-,0,-1,-1
ENSG00000223458,-,-,0,-1,-1
ENSG00000223459,-,-,0,-1,-1
ENSG00000223460,-,-,0,-1,-1
ENSG00000223461,-,-,0,-1,-1
ENSG00000223462,-,-,0,-1,-1
ENSG00000223466,-,-,0,-1,-1
ENSG00000223467,-,-,0,-1,-1
ENSG00000223469,-,-,0,-1,-1
ENSG00000223470,-,-,0,-1,-1
ENSG00000223473,-,-,0,-1,-1
ENSG00000223474,-,-,0,-1,-1
ENSG00000223475,-,-,0,-1,-1
ENSG00000223476,-,-,0,-1,-1
ENSG00000223477,-,-,0,-1,-1
ENSG00000223478,-,-,0,-1,-1
ENSG00000223479,-,-,0,-1,-1
ENSG00000223482,-,-,0,-1,-1
ENSG00000223484,-,-,0,-1,-1
ENSG00000223485,-,-,0,-1,-1
ENSG00000223486,-,-,0,-1,-1
ENSG00000223487,-,-,0,-1,-1
ENSG00000223488,-,-,0,-1,-1
ENSG00000223489,-,-,0,-1,-1
ENSG00000223490,-,-,0,-1,-1
ENSG00000223491,-,-,0,-1,-1
ENSG00000223492,-,-,0,-1,-1
ENSG00000223495,-,-,0,-1,-1
ENSG00000223496,-,MTR3; hMtr3p; EAP4; p11; Mtr3p; EXOSC6,-3.3441,0,0
ENSG00000223497,-,-,0,-1,-1
ENSG00000223498,-,-,0,-1,-1
ENSG00000223500,-,-,0,-1,-1
ENSG00000223501,-,SACM2L; VPS52; SAC2; ARE1; dJ1033B10.5,1.3533,0,0
ENSG00000223502,-,-,0,-1,-1
ENSG00000223503,-,-,0,-1,-1
ENSG00000223504,-,-,0,-1,-1
ENSG00000223505,-,-,0,-1,-1
ENSG00000223506,-,-,0,-1,-1
ENSG00000223508,-,-,0,-1,-1
ENSG00000223509,-,-,0,-1,-1
ENSG00000223510,-,CDRT15,-7.46,0,0
ENSG00000223511,-,-,0,-1,-1
ENSG00000223512,-,-,0,-1,-1
ENSG00000223513,-,-,0,-1,-1
ENSG00000223516,-,-,0,-1,-1
ENSG00000223518,-,-,0,-1,-1
ENSG00000223519,-,-,0,-1,-1
ENSG00000223522,-,-,0,-1,-1
ENSG00000223523,-,-,0,-1,-1
ENSG00000223524,-,-,0,-1,-1
ENSG00000223525,-,-,0,-1,-1
ENSG00000223528,-,-,0,-1,-1
ENSG00000223529,-,-,0,-1,-1
ENSG00000223530,-,-,0,-1,-1
ENSG00000223534,-,-,0,-1,-1
ENSG00000223535,-,-,0,-1,-1
ENSG00000223536,-,-,0,-1,-1
ENSG00000223537,-,-,0,-1,-1
ENSG00000223538,-,-,0,-1,-1
ENSG00000223539,-,-,0,-1,-1
ENSG00000223540,-,-,0,-1,-1
ENSG00000223542,-,-,0,-1,-1
ENSG00000223543,-,-,0,-1,-1
ENSG00000223544,-,-,0,-1,-1
ENSG00000223546,-,-,0,-1,-1
ENSG00000223547,-,ZNF844,-10.6961,0,0
ENSG00000223548,-,-,0,-1,-1
ENSG00000223549,-,-,0,-1,-1
ENSG00000223550,-,-,0,-1,-1
ENSG00000223551,-,-,0,-1,-1
ENSG00000223552,-,-,0,-1,-1
ENSG00000223553,-,-,0,-1,-1
ENSG00000223554,-,-,0,-1,-1
ENSG00000223555,-,-,0,-1,-1
ENSG00000223558,-,-,0,-1,-1
ENSG00000223559,-,-,0,-1,-1
ENSG00000223561,-,-,0,-1,-1
ENSG00000223563,-,-,0,-1,-1
ENSG00000223564,-,-,0,-1,-1
ENSG00000223565,-,-,0,-1,-1
ENSG00000223566,-,-,0,-1,-1
ENSG00000223568,-,-,0,-1,-1
ENSG00000223569,EC 3.4.19.12,USP17L15,-6.2297,0,-1
ENSG00000223570,-,-,0,-1,-1
ENSG00000223571,-,-,0,-1,-1
ENSG00000223572,EC 2.7.3.2,mia-CK; CKMT1; CKMT1A; U-MtCK,10.6859,1,0
ENSG00000223573,-,-,0,-1,-1
ENSG00000223574,-,-,0,-1,-1
ENSG00000223575,-,-,0,-1,-1
ENSG00000223576,-,-,0,-1,-1
ENSG00000223579,-,-,0,-1,-1
ENSG00000223581,-,-,0,-1,-1
ENSG00000223583,-,-,0,-1,-1
ENSG00000223584,-,-,0,-1,-1
ENSG00000223586,-,-,0,-1,-1
ENSG00000223587,-,-,0,-1,-1
ENSG00000223588,-,-,0,-1,-1
ENSG00000223589,-,-,0,-1,-1
ENSG00000223591,-,CENPVP1; PRR6L1; CENPVL1,-3.1131,-1,-1
ENSG00000223592,-,-,0,-1,-1
ENSG00000223593,-,-,0,-1,-1
ENSG00000223595,-,-,0,-1,-1
ENSG00000223597,-,-,0,-1,-1
ENSG00000223598,-,-,0,-1,-1
ENSG00000223599,-,-,0,-1,-1
ENSG00000223600,-,-,0,-1,-1
ENSG00000223601,-,EBLN1; EBLN-1,-10.8297,0,0
ENSG00000223602,-,-,0,-1,-1
ENSG00000223603,-,-,0,-1,-1
ENSG00000223604,-,-,0,-1,-1
ENSG00000223605,-,-,0,-1,-1
ENSG00000223608,-,-,0,-1,-1
ENSG00000223609,-,HBD,-13.4554,0,1
ENSG00000223611,-,-,0,-1,-1
ENSG00000223612,-,-,0,-1,-1
ENSG00000223614,-,ZNF735P; ZNF735,-6.2297,0,0
ENSG00000223617,-,-,0,-1,-1
ENSG00000223619,-,-,0,-1,-1
ENSG00000223620,-,-,0,-1,-1
ENSG00000223621,-,-,0,-1,-1
ENSG00000223622,-,-,0,-1,-1
ENSG00000223623,-,-,0,-1,-1
ENSG00000223624,-,-,0,-1,-1
ENSG00000223625,-,-,0,-1,-1
ENSG00000223626,-,-,0,-1,-1
ENSG00000223629,-,-,0,-1,-1
ENSG00000223631,-,-,0,-1,-1
ENSG00000223633,-,-,0,-1,-1
ENSG00000223634,-,-,0,-1,-1
ENSG00000223635,-,-,0,-1,-1
ENSG00000223636,-,-,0,-1,-1
ENSG00000223637,-,-,0,-1,-1
ENSG00000223638,-,RFPL4; RFPL4A; RNF210,-2.2607,0,0
ENSG00000223640,-,-,0,-1,-1
ENSG00000223642,-,-,0,-1,-1
ENSG00000223643,-,-,0,-1,-1
ENSG00000223646,-,-,0,-1,-1
ENSG00000223647,-,-,0,-1,-1
ENSG00000223648,-,-,0,-1,-1
ENSG00000223649,-,-,0,-1,-1
ENSG00000223650,-,-,0,-1,-1
ENSG00000223651,-,-,0,-1,-1
ENSG00000223652,-,-,0,-1,-1
ENSG00000223653,-,-,0,-1,-1
ENSG00000223655,-,-,0,-1,-1
ENSG00000223656,-,-,0,-1,-1
ENSG00000223657,-,-,0,-1,-1
ENSG00000223658,-,C1GALT1C1L,-7.3854,0,-1
ENSG00000223659,-,-,0,-1,-1
ENSG00000223660,-,-,0,-1,-1
ENSG00000223662,-,-,0,-1,-1
ENSG00000223663,-,-,0,-1,-1
ENSG00000223664,-,-,0,-1,-1
ENSG00000223665,-,-,0,-1,-1
ENSG00000223668,-,-,0,-1,-1
ENSG00000223669,-,-,0,-1,-1
ENSG00000223671,-,-,0,-1,-1
ENSG00000223672,-,-,0,-1,-1
ENSG00000223675,-,-,0,-1,-1
ENSG00000223676,-,-,0,-1,-1
ENSG00000223677,-,-,0,-1,-1
ENSG00000223678,-,-,0,-1,-1
ENSG00000223683,-,-,0,-1,-1
ENSG00000223684,-,-,0,-1,-1
ENSG00000223685,-,-,0,-1,-1
ENSG00000223688,-,-,0,-1,-1
ENSG00000223691,-,-,0,-1,-1
ENSG00000223692,-,-,0,-1,-1
ENSG00000223694,-,-,0,-1,-1
ENSG00000223697,-,-,0,-1,-1
ENSG00000223698,-,-,0,-1,-1
ENSG00000223700,-,-,0,-1,-1
ENSG00000223701,-,-,0,-1,-1
ENSG00000223702,-,-,0,-1,-1
ENSG00000223703,-,-,0,-1,-1
ENSG00000223704,-,-,0,-1,-1
ENSG00000223705,-,-,0,-1,-1
ENSG00000223707,-,-,0,-1,-1
ENSG00000223709,-,-,0,-1,-1
ENSG00000223710,-,-,0,-1,-1
ENSG00000223711,-,-,0,-1,-1
ENSG00000223714,-,-,0,-1,-1
ENSG00000223715,-,-,0,-1,-1
ENSG00000223716,-,-,0,-1,-1
ENSG00000223717,-,-,0,-1,-1
ENSG00000223718,-,-,0,-1,-1
ENSG00000223719,-,-,0,-1,-1
ENSG00000223721,-,-,0,-1,-1
ENSG00000223722,-,-,0,-1,-1
ENSG00000223723,-,-,0,-1,-1
ENSG00000223724,-,-,0,-1,-1
ENSG00000223725,-,-,0,-1,-1
ENSG00000223726,-,-,0,-1,-1
ENSG00000223727,-,-,0,-1,-1
ENSG00000223728,-,-,0,-1,-1
ENSG00000223729,-,-,0,-1,-1
ENSG00000223730,-,-,0,-1,-1
ENSG00000223731,-,-,0,-1,-1
ENSG00000223732,-,-,0,-1,-1
ENSG00000223733,-,-,0,-1,-1
ENSG00000223734,-,-,0,-1,-1
ENSG00000223735,-,-,0,-1,-1
ENSG00000223738,-,-,0,-1,-1
ENSG00000223739,-,-,0,-1,-1
ENSG00000223740,-,-,0,-1,-1
ENSG00000223741,-,-,0,-1,-1
ENSG00000223742,-,-,0,-1,-1
ENSG00000223745,-,-,0,-1,-1
ENSG00000223749,-,-,0,-1,-1
ENSG00000223750,-,-,0,-1,-1
ENSG00000223751,-,-,0,-1,-1
ENSG00000223753,-,-,0,-1,-1
ENSG00000223754,-,-,0,-1,-1
ENSG00000223756,-,-,0,-1,-1
ENSG00000223758,-,-,0,-1,-1
ENSG00000223759,-,-,0,-1,-1
ENSG00000223760,-,-,0,-1,-1
ENSG00000223761,-,-,0,-1,-1
ENSG00000223764,-,-,0,-1,-1
ENSG00000223765,-,-,0,-1,-1
ENSG00000223768,-,-,0,-1,-1
ENSG00000223770,-,-,0,-1,-1
ENSG00000223772,-,-,0,-1,-1
ENSG00000223773,-,-,0,-1,-1
ENSG00000223774,-,-,0,-1,-1
ENSG00000223776,-,-,0,-1,-1
ENSG00000223777,-,-,0,-1,-1
ENSG00000223779,-,-,0,-1,-1
ENSG00000223780,-,-,0,-1,-1
ENSG00000223781,-,-,0,-1,-1
ENSG00000223782,-,-,0,-1,-1
ENSG00000223783,-,-,0,-1,-1
ENSG00000223784,-,-,0,-1,-1
ENSG00000223786,-,-,0,-1,-1
ENSG00000223787,-,-,0,-1,-1
ENSG00000223788,-,-,0,-1,-1
ENSG00000223791,-,-,0,-1,-1
ENSG00000223795,-,-,0,-1,-1
ENSG00000223797,-,-,0,-1,-1
ENSG00000223799,-,-,0,-1,-1
ENSG00000223802,EC 2.3.1.-,CERS1; GDF1; LASS1; UOG1; LAG1; EPM8; GDF-1,-4.3044,0,0
ENSG00000223803,-,-,0,-1,-1
ENSG00000223804,-,-,0,-1,-1
ENSG00000223806,-,-,0,-1,-1
ENSG00000223807,-,-,0,-1,-1
ENSG00000223808,-,-,0,-1,-1
ENSG00000223809,-,-,0,-1,-1
ENSG00000223810,-,-,0,-1,-1
ENSG00000223811,-,-,0,-1,-1
ENSG00000223812,-,-,0,-1,-1
ENSG00000223813,-,-,0,-1,-1
ENSG00000223814,-,-,0,-1,-1
ENSG00000223815,-,-,0,-1,-1
ENSG00000223816,-,-,0,-1,-1
ENSG00000223819,-,-,0,-1,-1
ENSG00000223820,-,-,0,-1,-1
ENSG00000223821,-,-,0,-1,-1
ENSG00000223822,-,-,0,-1,-1
ENSG00000223823,-,-,0,-1,-1
ENSG00000223824,-,-,0,-1,-1
ENSG00000223825,-,-,0,-1,-1
ENSG00000223826,-,-,0,-1,-1
ENSG00000223828,-,-,0,-1,-1
ENSG00000223829,-,-,0,-1,-1
ENSG00000223831,-,-,0,-1,-1
ENSG00000223834,-,-,0,-1,-1
ENSG00000223836,-,-,0,-1,-1
ENSG00000223837,-,-,0,-1,-1
ENSG00000223838,-,-,0,-1,-1
ENSG00000223839,-,-,0,-1,-1
ENSG00000223841,-,-,0,-1,-1
ENSG00000223842,-,-,0,-1,-1
ENSG00000223843,-,-,0,-1,-1
ENSG00000223845,-,-,0,-1,-1
ENSG00000223847,-,-,0,-1,-1
ENSG00000223849,-,-,0,-1,-1
ENSG00000223850,-,-,0,-1,-1
ENSG00000223855,-,-,0,-1,-1
ENSG00000223856,-,-,0,-1,-1
ENSG00000223859,-,-,0,-1,-1
ENSG00000223861,-,-,0,-1,-1
ENSG00000223863,-,-,0,-1,-1
ENSG00000223864,-,-,0,-1,-1
ENSG00000223865,-,DPB1; HLA-DPB1; HLA-DPB; HLA-DP; HLA-DP1B,-13.4554,0,0
ENSG00000223866,-,-,0,-1,-1
ENSG00000223867,-,-,0,-1,-1
ENSG00000223869,-,-,0,-1,-1
ENSG00000223870,-,-,0,-1,-1
ENSG00000223872,-,-,0,-1,-1
ENSG00000223873,-,-,0,-1,-1
ENSG00000223874,-,-,0,-1,-1
ENSG00000223875,-,-,0,-1,-1
ENSG00000223876,-,-,0,-1,-1
ENSG00000223877,-,-,0,-1,-1
ENSG00000223878,-,-,0,-1,-1
ENSG00000223880,-,-,0,-1,-1
ENSG00000223881,-,-,0,-1,-1
ENSG00000223882,-,-,0,-1,-1
ENSG00000223883,-,-,0,-1,-1
ENSG00000223884,-,-,0,-1,-1
ENSG00000223885,-,-,0,-1,-1
ENSG00000223886,-,-,0,-1,-1
ENSG00000223889,-,-,0,-1,-1
ENSG00000223890,-,-,0,-1,-1
ENSG00000223891,-,-,0,-1,-1
ENSG00000223893,-,-,0,-1,-1
ENSG00000223896,-,-,0,-1,-1
ENSG00000223899,-,-,0,-1,-1
ENSG00000223901,-,-,0,-1,-1
ENSG00000223903,-,-,0,-1,-1
ENSG00000223904,-,-,0,-1,-1
ENSG00000223905,-,-,0,-1,-1
ENSG00000223906,-,-,0,-1,-1
ENSG00000223907,-,-,0,-1,-1
ENSG00000223908,-,-,0,-1,-1
ENSG00000223910,-,-,0,-1,-1
ENSG00000223911,-,-,0,-1,-1
ENSG00000223912,-,-,0,-1,-1
ENSG00000223914,-,-,0,-1,-1
ENSG00000223915,-,-,0,-1,-1
ENSG00000223916,-,-,0,-1,-1
ENSG00000223917,-,-,0,-1,-1
ENSG00000223918,-,-,0,-1,-1
ENSG00000223920,-,-,0,-1,-1
ENSG00000223921,-,-,0,-1,-1
ENSG00000223922,-,-,0,-1,-1
ENSG00000223923,-,-,0,-1,-1
ENSG00000223925,-,-,0,-1,-1
ENSG00000223928,-,-,0,-1,-1
ENSG00000223929,-,-,0,-1,-1
ENSG00000223930,-,-,0,-1,-1
ENSG00000223931,-,-,0,-1,-1
ENSG00000223935,-,-,0,-1,-1
ENSG00000223940,-,-,0,-1,-1
ENSG00000223941,-,-,0,-1,-1
ENSG00000223942,-,-,0,-1,-1
ENSG00000223944,-,-,0,-1,-1
ENSG00000223945,-,-,0,-1,-1
ENSG00000223946,-,-,0,-1,-1
ENSG00000223947,-,-,0,-1,-1
ENSG00000223948,-,-,0,-1,-1
ENSG00000223949,-,-,0,-1,-1
ENSG00000223951,-,-,0,-1,-1
ENSG00000223953,-,CTRP5; MFRP; C1QTNF5,-10.6961,0,0
ENSG00000223956,-,-,0,-1,-1
ENSG00000223958,-,-,0,-1,-1
ENSG00000223959,-,-,0,-1,-1
ENSG00000223960,-,-,0,-1,-1
ENSG00000223962,-,-,0,-1,-1
ENSG00000223963,-,-,0,-1,-1
ENSG00000223965,-,-,0,-1,-1
ENSG00000223966,-,-,0,-1,-1
ENSG00000223967,-,-,0,-1,-1
ENSG00000223968,-,-,0,-1,-1
ENSG00000223969,-,-,0,-1,-1
ENSG00000223970,-,-,0,-1,-1
ENSG00000223972,-,-,0,-1,-1
ENSG00000223973,-,-,0,-1,-1
ENSG00000223974,-,-,0,-1,-1
ENSG00000223975,-,-,0,-1,-1
ENSG00000223976,-,-,0,-1,-1
ENSG00000223977,-,-,0,-1,-1
ENSG00000223978,-,-,0,-1,-1
ENSG00000223979,-,-,0,-1,-1
ENSG00000223981,-,-,0,-1,-1
ENSG00000223982,-,-,0,-1,-1
ENSG00000223983,-,-,0,-1,-1
ENSG00000223984,-,-,0,-1,-1
ENSG00000223985,-,-,0,-1,-1
ENSG00000223986,-,-,0,-1,-1
ENSG00000223987,-,-,0,-1,-1
ENSG00000223989,-,-,0,-1,-1
ENSG00000223991,-,-,0,-1,-1
ENSG00000223995,-,-,0,-1,-1
ENSG00000223999,-,-,0,-1,-1
ENSG00000224000,-,-,0,-1,-1
ENSG00000224001,-,-,0,-1,-1
ENSG00000224002,-,-,0,-1,-1
ENSG00000224003,-,-,0,-1,-1
ENSG00000224004,-,-,0,-1,-1
ENSG00000224005,-,-,0,-1,-1
ENSG00000224007,-,-,0,-1,-1
ENSG00000224008,-,-,0,-1,-1
ENSG00000224011,-,-,0,-1,-1
ENSG00000224012,-,-,0,-1,-1
ENSG00000224014,-,-,0,-1,-1
ENSG00000224015,-,-,0,-1,-1
ENSG00000224016,-,-,0,-1,-1
ENSG00000224017,-,-,0,-1,-1
ENSG00000224018,-,-,0,-1,-1
ENSG00000224019,-,-,0,-1,-1
ENSG00000224020,-,-,0,-1,-1
ENSG00000224023,-,-,0,-1,-1
ENSG00000224025,-,-,0,-1,-1
ENSG00000224027,-,-,0,-1,-1
ENSG00000224028,-,-,0,-1,-1
ENSG00000224029,-,-,0,-1,-1
ENSG00000224031,-,-,0,-1,-1
ENSG00000224032,-,-,0,-1,-1
ENSG00000224033,-,-,0,-1,-1
ENSG00000224034,-,-,0,-1,-1
ENSG00000224035,-,-,0,-1,-1
ENSG00000224036,-,-,0,-1,-1
ENSG00000224037,-,-,0,-1,-1
ENSG00000224038,-,-,0,-1,-1
ENSG00000224039,-,-,0,-1,-1
ENSG00000224040,-,-,0,-1,-1
ENSG00000224041,-,-,0,-1,-1
ENSG00000224042,-,-,0,-1,-1
ENSG00000224043,-,-,0,-1,-1
ENSG00000224045,-,-,0,-1,-1
ENSG00000224046,-,-,0,-1,-1
ENSG00000224048,-,-,0,-1,-1
ENSG00000224049,-,-,0,-1,-1
ENSG00000224050,-,-,0,-1,-1
ENSG00000224051,-,GLTPD1; CPTP,-4.079,0,0
ENSG00000224054,-,-,0,-1,-1
ENSG00000224055,-,-,0,-1,-1
ENSG00000224057,-,-,0,-1,-1
ENSG00000224058,-,-,0,-1,-1
ENSG00000224059,-,-,0,-1,-1
ENSG00000224060,-,-,0,-1,-1
ENSG00000224061,-,-,0,-1,-1
ENSG00000224062,-,-,0,-1,-1
ENSG00000224063,-,-,0,-1,-1
ENSG00000224064,-,-,0,-1,-1
ENSG00000224065,-,-,0,-1,-1
ENSG00000224066,-,-,0,-1,-1
ENSG00000224067,-,-,0,-1,-1
ENSG00000224069,-,-,0,-1,-1
ENSG00000224070,-,-,0,-1,-1
ENSG00000224071,-,-,0,-1,-1
ENSG00000224072,-,-,0,-1,-1
ENSG00000224074,-,-,0,-1,-1
ENSG00000224075,-,-,0,-1,-1
ENSG00000224076,-,-,0,-1,-1
ENSG00000224077,-,-,0,-1,-1
ENSG00000224078,-,-,0,-1,-1
ENSG00000224079,-,-,0,-1,-1
ENSG00000224080,-,-,0,-1,-1
ENSG00000224081,-,-,0,-1,-1
ENSG00000224082,-,-,0,-1,-1
ENSG00000224083,-,-,0,-1,-1
ENSG00000224085,-,-,0,-1,-1
ENSG00000224086,-,-,0,-1,-1
ENSG00000224087,-,-,0,-1,-1
ENSG00000224090,-,-,0,-1,-1
ENSG00000224091,-,-,0,-1,-1
ENSG00000224092,-,-,0,-1,-1
ENSG00000224093,-,-,0,-1,-1
ENSG00000224094,-,-,0,-1,-1
ENSG00000224095,-,-,0,-1,-1
ENSG00000224097,-,-,0,-1,-1
ENSG00000224099,-,-,0,-1,-1
ENSG00000224100,-,-,0,-1,-1
ENSG00000224101,-,-,0,-1,-1
ENSG00000224104,-,-,0,-1,-1
ENSG00000224106,-,-,0,-1,-1
ENSG00000224107,-,ETDA; ETDB; LINC00633,0,-1,-1
ENSG00000224109,-,CENPVP3; CENPVL3,-3.1131,-1,-1
ENSG00000224110,-,-,0,-1,-1
ENSG00000224113,-,-,0,-1,-1
ENSG00000224114,-,-,0,-1,-1
ENSG00000224116,-,-,0,-1,-1
ENSG00000224117,-,-,0,-1,-1
ENSG00000224121,-,-,0,-1,-1
ENSG00000224122,-,-,0,-1,-1
ENSG00000224124,-,-,0,-1,-1
ENSG00000224126,-,-,0,-1,-1
ENSG00000224127,-,-,0,-1,-1
ENSG00000224128,-,-,0,-1,-1
ENSG00000224129,-,-,0,-1,-1
ENSG00000224130,-,-,0,-1,-1
ENSG00000224132,-,-,0,-1,-1
ENSG00000224134,-,-,0,-1,-1
ENSG00000224136,-,-,0,-1,-1
ENSG00000224137,-,-,0,-1,-1
ENSG00000224138,-,-,0,-1,-1
ENSG00000224141,-,-,0,-1,-1
ENSG00000224142,-,-,0,-1,-1
ENSG00000224144,-,-,0,-1,-1
ENSG00000224149,-,-,0,-1,-1
ENSG00000224151,-,-,0,-1,-1
ENSG00000224152,-,-,0,-1,-1
ENSG00000224153,-,-,0,-1,-1
ENSG00000224155,-,-,0,-1,-1
ENSG00000224157,-,-,0,-1,-1
ENSG00000224159,-,-,0,-1,-1
ENSG00000224160,-,-,0,-1,-1
ENSG00000224161,-,-,0,-1,-1
ENSG00000224162,-,-,0,-1,-1
ENSG00000224163,-,-,0,-1,-1
ENSG00000224164,-,-,0,-1,-1
ENSG00000224165,-,-,0,-1,-1
ENSG00000224166,-,-,0,-1,-1
ENSG00000224167,-,-,0,-1,-1
ENSG00000224172,-,-,0,-1,-1
ENSG00000224173,-,-,0,-1,-1
ENSG00000224174,-,-,0,-1,-1
ENSG00000224177,-,-,0,-1,-1
ENSG00000224183,-,-,0,-1,-1
ENSG00000224184,-,-,0,-1,-1
ENSG00000224185,-,-,0,-1,-1
ENSG00000224186,-,-,0,-1,-1
ENSG00000224187,-,-,0,-1,-1
ENSG00000224188,-,-,0,-1,-1
ENSG00000224189,-,-,0,-1,-1
ENSG00000224190,-,-,0,-1,-1
ENSG00000224192,-,-,0,-1,-1
ENSG00000224194,-,-,0,-1,-1
ENSG00000224195,-,-,0,-1,-1
ENSG00000224198,-,-,0,-1,-1
ENSG00000224199,-,-,0,-1,-1
ENSG00000224201,-,-,0,-1,-1
ENSG00000224204,-,-,0,-1,-1
ENSG00000224207,-,-,0,-1,-1
ENSG00000224208,-,-,0,-1,-1
ENSG00000224209,-,-,0,-1,-1
ENSG00000224210,-,-,0,-1,-1
ENSG00000224215,-,-,0,-1,-1
ENSG00000224216,-,-,0,-1,-1
ENSG00000224217,-,-,0,-1,-1
ENSG00000224219,-,-,0,-1,-1
ENSG00000224220,-,-,0,-1,-1
ENSG00000224221,-,-,0,-1,-1
ENSG00000224222,-,-,0,-1,-1
ENSG00000224223,-,-,0,-1,-1
ENSG00000224224,-,-,0,-1,-1
ENSG00000224226,-,-,0,-1,-1
ENSG00000224227,-,-,0,-1,-1
ENSG00000224228,-,-,0,-1,-1
ENSG00000224231,-,-,0,-1,-1
ENSG00000224232,-,-,0,-1,-1
ENSG00000224233,-,-,0,-1,-1
ENSG00000224235,-,-,0,-1,-1
ENSG00000224236,-,-,0,-1,-1
ENSG00000224237,-,-,0,-1,-1
ENSG00000224238,-,-,0,-1,-1
ENSG00000224239,-,-,0,-1,-1
ENSG00000224240,-,-,0,-1,-1
ENSG00000224243,-,-,0,-1,-1
ENSG00000224244,-,-,0,-1,-1
ENSG00000224245,-,-,0,-1,-1
ENSG00000224247,-,-,0,-1,-1
ENSG00000224251,-,-,0,-1,-1
ENSG00000224252,-,-,0,-1,-1
ENSG00000224254,-,-,0,-1,-1
ENSG00000224255,-,-,0,-1,-1
ENSG00000224256,-,-,0,-1,-1
ENSG00000224257,-,-,0,-1,-1
ENSG00000224259,-,-,0,-1,-1
ENSG00000224260,-,-,0,-1,-1
ENSG00000224261,-,-,0,-1,-1
ENSG00000224263,-,-,0,-1,-1
ENSG00000224265,-,-,0,-1,-1
ENSG00000224269,-,-,0,-1,-1
ENSG00000224271,-,-,0,-1,-1
ENSG00000224272,-,-,0,-1,-1
ENSG00000224273,-,-,0,-1,-1
ENSG00000224274,-,-,0,-1,-1
ENSG00000224276,-,-,0,-1,-1
ENSG00000224277,-,-,0,-1,-1
ENSG00000224278,-,-,0,-1,-1
ENSG00000224280,-,-,0,-1,-1
ENSG00000224281,-,-,0,-1,-1
